_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
681458726,FALSE,finalized,3,2/25/15 7:32,negative,1,Late Flight,1,Delta,,farms122,,0,@JetBlue any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?,,2/20/15 16:06,5.68925E+17,,Eastern Time (US & Canada)
681458727,FALSE,finalized,3,2/25/15 7:22,positive,0.6544,,,Delta,,JetBlueNews,,0,@JetBlue Airways Corporation (NASDAQ:JBLU) Reaches on New High Range ... - StreetWise Report http://t.co/C7tpdKqULM,,2/20/15 16:05,5.68924E+17,USA,Sydney
681458728,FALSE,finalized,3,2/25/15 9:57,positive,0.6669,,,Delta,,Laneit360,,0,@JetBlue thanks...,,2/20/15 15:53,5.68921E+17,Here & There,Eastern Time (US & Canada)
681458729,FALSE,finalized,3,2/25/15 9:37,negative,0.653,longlines,0.3513,Delta,,noplasticshower,,0,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,,2/20/15 15:51,5.68921E+17,planet earth,
681458730,FALSE,finalized,3,2/25/15 8:56,negative,1,Late Flight,0.3442,Delta,,barrystanbridge,,0,@JetBlue were boarding now I'm really not impressed. I've learnt a very valuable lesson .,"[40.64530946, -73.77617682]",2/20/15 15:50,5.68921E+17,Leighton Buzzard,
681458731,FALSE,finalized,3,2/25/15 3:00,neutral,1,,,Delta,,Laneit360,,0,"@JetBlue question, flying for the 1st time with my 16mont old son...do I need to bring anything for him? Birth certificate/S.S. card etc?",,2/20/15 15:50,5.68921E+17,Here & There,Eastern Time (US & Canada)
681458732,FALSE,finalized,3,2/25/15 1:24,neutral,1,,,Delta,,noplasticshower,,0,.@JetBlue process begins 6:48,,2/20/15 15:48,5.6892E+17,planet earth,
681458733,FALSE,finalized,3,2/25/15 1:22,negative,1,Customer Service Issue,1,Delta,,andrewdobos,,0,.@JetBlue yes. Filed a claim and they issued $30 credit as a courtesy. The whole thing seems exceptionally uncourteous to me.,"[0.0, 0.0]",2/20/15 15:45,5.68919E+17,Boston MA USA,Eastern Time (US & Canada)
681458734,FALSE,finalized,3,2/25/15 6:30,negative,1,Late Flight,1,Delta,,noplasticshower,,0,.@JetBlue yes and not boarding at 6:44. Good luck with that. Push wheels up to reality.  Dare you.,,2/20/15 15:44,5.68919E+17,planet earth,
681458735,FALSE,finalized,3,2/25/15 3:17,negative,0.6931,Can't Tell,0.3663,Delta,,barrystanbridge,,0,@JetBlue I tried a burger which was good but expensive! Were lead to believe that food in the USA is cheap butnot here!,"[40.64534568, -73.77609616]",2/20/15 15:39,5.68918E+17,Leighton Buzzard,
681458736,FALSE,finalized,3,2/25/15 0:39,negative,1,Customer Service Issue,0.3395,Delta,,barrystanbridge,,0,@JetBlue I'm a trying ! But I'm tired and getting grumpy !,"[40.64531687, -73.77617765]",2/20/15 15:34,5.68917E+17,Leighton Buzzard,
681458738,FALSE,finalized,3,2/25/15 6:36,negative,0.6703,Late Flight,0.6703,Delta,,barrystanbridge,,0,"@JetBlue flight1407, it's been a long day! Arrived from London at 11 this morning","[40.64529157, -73.7761025]",2/20/15 15:27,5.68915E+17,Leighton Buzzard,
681458741,FALSE,finalized,3,2/25/15 4:12,negative,0.6593,Late Flight,0.6593,Delta,,NicoleMarieNoel,,0,@JetBlue Why not deal with that while the plane's on the ground instead of diverting the plane &amp; adding 2 hrs to the flight?,,2/20/15 15:18,5.68913E+17,Bad Wolf Bay,Eastern Time (US & Canada)
681458742,FALSE,finalized,3,2/25/15 7:47,negative,1,Lost Luggage,0.6842,Delta,,HCtwo,,0,"@JetBlue looks like their inflatable car seats got left on the plane, so I guess they'll be back sometime!! #savethoseseats",,2/20/15 15:15,5.68912E+17,The City of New York,Eastern Time (US & Canada)
681458743,FALSE,finalized,3,2/25/15 0:50,neutral,0.6874,,,Delta,,Rowe0neTen,,0,@JetBlue imma need the hook up tho,,2/20/15 15:12,5.68911E+17,South jamaica.. Queens,Pacific Time (US & Canada)
681458745,FALSE,finalized,3,2/25/15 0:43,positive,1,,,Delta,,Rowe0neTen,,0,@JetBlue thanks!,,2/20/15 15:11,5.68911E+17,South jamaica.. Queens,Pacific Time (US & Canada)
681458746,FALSE,finalized,3,2/25/15 9:39,neutral,1,,,Delta,,Rowe0neTen,,0,@JetBlue so what about California,,2/20/15 15:07,5.6891E+17,South jamaica.. Queens,Pacific Time (US & Canada)
681458747,FALSE,finalized,3,2/25/15 3:38,neutral,0.66,,,Delta,,mkboston13,,0,@JetBlue Thanks. Which day of the week is the direct?  The flights I saw went thru JFK   ‰чЫ•ьЏ,,2/20/15 15:01,5.68908E+17,shopping. anywhere  ,Quito
681458748,FALSE,finalized,3,2/25/15 1:31,neutral,1,,,Delta,,Rowe0neTen,,0,@JetBlue Hawaii what deals u have for me,,2/20/15 14:58,5.68908E+17,South jamaica.. Queens,Pacific Time (US & Canada)
681458749,FALSE,finalized,3,2/25/15 7:04,neutral,0.6492,,,Delta,,pseudomachine,,0,@JetBlue Thank you.,,2/20/15 14:55,5.68907E+17,New York City,Eastern Time (US & Canada)
681458750,FALSE,finalized,3,2/25/15 6:52,negative,1,Flight Booking Problems,0.7001,Delta,,JNH_61,,0,@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt,,2/20/15 14:54,5.68907E+17,SJ-BOS-SJ,Quito
681458751,FALSE,finalized,3,2/25/15 5:11,neutral,0.7088,,,Delta,,Rowe0neTen,,0,@JetBlue y'all got prices for the low??,,2/20/15 14:51,5.68906E+17,South jamaica.. Queens,Pacific Time (US & Canada)
681458752,FALSE,finalized,3,2/25/15 2:03,positive,0.7065,,,Delta,,AroundTownGabby,,0,@JetBlue - looking forward to it when we finally take off.,,2/20/15 14:48,5.68905E+17,"Suburb of Boston, MA",
681458753,FALSE,finalized,3,2/25/15 6:02,negative,1,Late Flight,1,Delta,,pseudomachine,,0,"@JetBlue No, the flight wasn't until 9:51pm, but it's already been delayed.",,2/20/15 14:48,5.68905E+17,New York City,Eastern Time (US & Canada)
681458754,FALSE,finalized,3,2/25/15 3:04,negative,1,Late Flight,1,Delta,,pseudomachine,,0,"@JetBlue, why must you always delay my Late Flight night Orlando flights? _ЩХУ",,2/20/15 14:44,5.68904E+17,New York City,Eastern Time (US & Canada)
681458755,FALSE,finalized,3,2/25/15 1:13,negative,1,Lost Luggage,1,Delta,,CGjmf,,0,@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,,2/20/15 14:28,5.689E+17,"Miami, FL",
681458756,FALSE,finalized,3,2/25/15 5:20,negative,1,Late Flight,1,Delta,,timmybicicleta,,0,@JetBlue maybe announce the delay so we don't sit on the plane on the runway for an hour+ before taking off,,2/20/15 14:27,5.689E+17,Boston,Atlantic Time (Canada)
681458757,FALSE,finalized,3,2/25/15 2:16,positive,1,,,Delta,,NapToniusMonk,,0,@JetBlue Please come to Indianapolis!,,2/20/15 14:23,5.68899E+17,,Indiana (East)
681458758,FALSE,finalized,3,2/25/15 7:46,negative,1,Late Flight,1,Delta,,timmybicicleta,,0,@JetBlue flight 691 from bos to Tampa takeoff 40 min Late Flight,,2/20/15 14:19,5.68898E+17,Boston,Atlantic Time (Canada)
681458759,FALSE,finalized,3,2/25/15 2:59,neutral,1,,,Delta,,VegasKingpin,,0,@JetBlue When will you release November flights for Flight Booking Problems?,,2/20/15 14:16,5.68897E+17,,Eastern Time (US & Canada)
681458760,FALSE,finalized,3,2/25/15 2:23,negative,0.6766,Customer Service Issue,0.3537,Delta,,noplasticshower,,0,".@JetBlue Ah grasshopper, your twitterz kung fu no good.  Hire geeks. http://t.co/8MWItRi9kF",,2/20/15 14:13,5.68896E+17,planet earth,
681458761,FALSE,finalized,3,2/25/15 3:00,negative,0.6609,Customer Service Issue,0.6609,Delta,,JNH_61,,0,@JetBlue Did you discontinue nonstop service from SJC to BOS? Can't find 471 or 472 anywhere,,2/20/15 14:10,5.68896E+17,SJ-BOS-SJ,Quito
681458762,FALSE,finalized,3,2/25/15 1:20,negative,1,Late Flight,1,Delta,,NicoleMarieNoel,,0,@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. _ЩФ_,,2/20/15 14:06,5.68894E+17,Bad Wolf Bay,Eastern Time (US & Canada)
681458763,FALSE,finalized,3,2/25/15 7:57,negative,0.6987,Can't Tell,0.6987,Delta,,noplasticshower,,0,Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue,,2/20/15 14:05,5.68894E+17,planet earth,
681458764,FALSE,finalized,3,2/25/15 7:41,neutral,0.6563,,0,Delta,,pveganmama,,0,@JetBlue do you know when the schedule for dec 2015 will be released?,,2/20/15 14:05,5.68894E+17,Oregon,Arizona
681458765,FALSE,finalized,3,2/25/15 9:46,neutral,1,,,Delta,,mkboston13,,0,@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,,2/20/15 14:04,5.68894E+17,shopping. anywhere  ,Quito
681458766,FALSE,finalized,3,2/25/15 4:27,positive,1,,,Delta,,_stephanieejayy,,0,@JetBlue okay thanks. Hope to be flying with you guys soon!,,2/20/15 13:56,5.68892E+17,,
681458767,FALSE,finalized,3,2/25/15 9:51,neutral,1,,,Delta,,_stephanieejayy,,0,@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,,2/20/15 13:53,5.68891E+17,,
681458768,FALSE,finalized,3,2/25/15 9:21,neutral,1,,,Delta,,KatieKane84,,0,@JetBlue I'm flying your airline just out of #LGA _Щчб,,2/20/15 13:47,5.6889E+17,brooklyn ,Quito
681458769,FALSE,finalized,3,2/25/15 3:38,positive,0.7153,,,Delta,,GuidanceGirlEm,,0,@JetBlue he loved the #natural #beefjerky snacks_Щчд,,2/20/15 13:42,5.68888E+17,"New York, New York",Central Time (US & Canada)
681458770,FALSE,finalized,3,2/25/15 7:22,positive,0.6322,,,Delta,,ErinGambo,,0,@JetBlue thanks for your reply. It was flight 1572.,,2/20/15 13:41,5.68888E+17,"New York, NY",
681458771,FALSE,finalized,3,2/25/15 2:13,positive,1,,,Delta,,alixpeabody,,0,@JetBlue who is he I must send a note!!! Too good for words!,,2/20/15 13:28,5.68885E+17,"San Francisco, CA",Pacific Time (US & Canada)
681458772,FALSE,finalized,3,2/25/15 4:04,neutral,0.6457,,,Delta,,alixpeabody,,0,"@jetblue captain ""takes as lot of muscles to frown but JUST A FEW TO SMILE. Y'all ready to go flyin?"" I mean... Now I am!",,2/20/15 13:26,5.68884E+17,"San Francisco, CA",Pacific Time (US & Canada)
681458773,FALSE,finalized,3,2/25/15 10:00,negative,1,Customer Service Issue,0.6745,Delta,,Cav3rnicula,,0,@JetBlue can't seem to DM you guys.. JDHADP,,2/20/15 13:21,5.68883E+17,"Bay Area, CA.",
681458774,FALSE,finalized,3,2/25/15 1:27,positive,1,,,Delta,,AroundTownGabby,,0,@JetBlue - loving Capt Joe on our flight from BOS to SFO #633. This should be fun!,,2/20/15 13:19,5.68883E+17,"Suburb of Boston, MA",
681458775,FALSE,finalized,3,2/25/15 9:37,negative,1,Late Flight,1,Delta,,dwhitchcock,,0,@JetBlue Two delays.  A little proactive communication goes a long way. #howhardcanthatreallybe?,,2/20/15 13:16,5.68882E+17,Tampa FL & Hendersonville NC,Eastern Time (US & Canada)
681458776,FALSE,finalized,3,2/25/15 6:39,negative,0.6364,Lost Luggage,0.3535,Delta,,mhoffma8,,0,@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,,2/20/15 13:08,5.6888E+17,,
681458779,FALSE,finalized,3,2/25/15 0:57,positive,1,,,Delta,,OneikaTraveller,,0,@JetBlue It was fabulous! Very pleased.,,2/20/15 13:00,5.68878E+17,"Hong Kong, SAR",Hong Kong
681458781,FALSE,finalized,3,2/25/15 2:38,neutral,1,,,Delta,,MomEsq10,,0,@JetBlue I'll take 3 round trip tickets to the closest warmest place please! #negativedegrees #buffalo #snowwillnevermelt,,2/20/15 12:56,5.68877E+17,"Buffalo, New York",
681458782,FALSE,finalized,3,2/25/15 3:28,neutral,0.6332,,,Delta,,heykaradoyle,,0,@JetBlue you know it!!,,2/20/15 12:55,5.68877E+17,New York-Florida,Eastern Time (US & Canada)
681458783,FALSE,finalized,3,2/25/15 2:02,neutral,0.6382,,,Delta,,RogerSaintange,,0,@JetBlue @hanneslohmann cool,,2/20/15 12:53,5.68876E+17,,Pacific Time (US & Canada)
681458784,FALSE,finalized,3,2/25/15 7:46,positive,0.6774,,,Delta,,narryyhemmings,,0,@JetBlue u the real MVP http://t.co/jWL26G6lRw,,2/20/15 12:49,5.68875E+17,Boston,Eastern Time (US & Canada)
681458785,FALSE,finalized,3,2/25/15 8:47,positive,1,,,Delta,,mariobonifacio,,0,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!,,2/20/15 12:38,5.68872E+17,New York,Eastern Time (US & Canada)
681458786,FALSE,finalized,3,2/25/15 2:08,positive,0.6526,,,Delta,,yaffasolin,,0,"@JetBlue messaged you, thanks",,2/20/15 12:34,5.68871E+17,New York,Pacific Time (US & Canada)
681458787,FALSE,finalized,3,2/25/15 0:42,neutral,0.6196,,0,Delta,,Cav3rnicula,,0,@JetBlue will I be compensated for delays or Cancelled Flightlation?,,2/20/15 12:30,5.6887E+17,"Bay Area, CA.",
681458788,FALSE,finalized,3,2/25/15 1:16,positive,1,,,Delta,,KaylaRose__,,0,@JetBlue I will. Thank you!,,2/20/15 12:06,5.68864E+17,,Eastern Time (US & Canada)
681458790,FALSE,finalized,3,2/25/15 2:39,neutral,0.6411,,0,Delta,,moneyries,,0,@JetBlue dang. Pandora? Does it look like it may get pushed back more or is this likely it?,,2/20/15 12:00,5.68863E+17,"Brooklyn, NY",Eastern Time (US & Canada)
681458792,FALSE,finalized,3,2/25/15 3:58,negative,1,Customer Service Issue,0.686,Delta,,JefferyAArnold,,0,"@JetBlue poor storm customer service, 1hr takeoff delay waiting for the snack cart, rude steward (no names) and I love you guys. #TrueBlue",,2/20/15 11:58,5.68862E+17,"Hoboken,NJ",Pacific Time (US & Canada)
681458793,FALSE,finalized,3,2/25/15 9:22,neutral,0.6871,,,Delta,,southxnortheast,,2,@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY,,2/20/15 11:57,5.68862E+17,key west to bar harbor,
681458795,FALSE,finalized,3,2/25/15 10:32,negative,1,Late Flight,0.6882,Delta,,Cav3rnicula,,0,"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time..",,2/20/15 11:56,5.68862E+17,"Bay Area, CA.",
681458796,FALSE,finalized,3,2/25/15 6:51,negative,0.6733,Flight Booking Problems,0.3532,Delta,,KaylaRose__,,0,"@JetBlue No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.",,2/20/15 11:54,5.68861E+17,,Eastern Time (US & Canada)
681458797,FALSE,finalized,3,2/25/15 6:15,neutral,0.3494,,0,Delta,,HowDoesItSound,,0,@JetBlue I have more flights that I'd love to redeem for some points but they're a little over a year old. Is there a historical limit?,,2/20/15 11:54,5.68861E+17,"Brooklyn, NY",Pacific Time (US & Canada)
681458798,FALSE,finalized,3,2/25/15 2:23,negative,1,Customer Service Issue,1,Delta,,JSHKODNIK,,0,@JetBlue has the worst customer service out of any airline company. #dontflythem,,2/20/15 11:53,5.68861E+17,"Buffalo, New York, Florida",Quito
681458799,FALSE,finalized,3,2/25/15 1:46,negative,1,Late Flight,1,Delta,,moneyries,,0,@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,,2/20/15 11:51,5.68861E+17,"Brooklyn, NY",Eastern Time (US & Canada)
681458800,FALSE,finalized,3,2/25/15 8:09,negative,1,Late Flight,0.6667,Delta,,Cav3rnicula,,0,"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",,2/20/15 11:45,5.68859E+17,"Bay Area, CA.",
681458801,FALSE,finalized,3,2/25/15 8:12,positive,1,,,Delta,,HowDoesItSound,,0,@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.,,2/20/15 11:41,5.68858E+17,"Brooklyn, NY",Pacific Time (US & Canada)
681458802,FALSE,finalized,3,2/25/15 9:22,neutral,1,,,Delta,,lexinieds,,0,@JetBlue can I switch my seat for my trip on Sunday?,"[37.40321679, -121.96988433]",2/20/15 11:29,5.68855E+17,NYC,
681458803,FALSE,finalized,3,2/25/15 7:17,positive,0.6667,,,Delta,,spark911uk,,0,@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),"[0.0, 0.0]",2/20/15 11:28,5.68855E+17,New York City,Eastern Time (US & Canada)
681458804,FALSE,finalized,3,2/25/15 10:00,negative,0.7018,Late Flight,0.7018,Delta,,islandershf,,0,@JetBlue what is the reason for the delay,,2/20/15 11:23,5.68854E+17,,Eastern Time (US & Canada)
681458805,FALSE,finalized,3,2/25/15 8:38,neutral,0.6705,,0,Delta,,spark911uk,,0,@JetBlue where do I add my AA loyalty number to my Jetblue reservation?,"[0.0, 0.0]",2/20/15 11:22,5.68853E+17,New York City,Eastern Time (US & Canada)
681458806,FALSE,finalized,3,2/25/15 2:30,positive,0.6639,,,Delta,,JPopsie,,0,@JetBlue I'll see you on board again soon!,,2/20/15 11:15,5.68851E+17,Global,Eastern Time (US & Canada)
681458807,FALSE,finalized,3,2/25/15 3:50,neutral,1,,,Delta,,islandershf,,0,@JetBlue is flt 1202 delayed?,,2/20/15 11:13,5.68851E+17,,Eastern Time (US & Canada)
681458808,FALSE,finalized,3,2/25/15 3:14,neutral,0.6295,,,Delta,,SMHillman,,0,@JetBlue #AfterAll indeed! https://t.co/swWhYhEn76 #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair,,2/20/15 11:12,5.68851E+17,"New York, NY",Eastern Time (US & Canada)
681458809,FALSE,finalized,3,2/25/15 9:26,positive,1,,,Delta,,JPopsie,,0,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?,,2/20/15 11:08,5.6885E+17,Global,Eastern Time (US & Canada)
681458810,FALSE,finalized,3,2/25/15 5:07,neutral,0.6507,,,Delta,,Wibbitz,,0,@JetBlue and @WSJ team up offering in-flight access to journal content http://t.co/PTsbkA4cDJ,,2/20/15 11:05,5.68849E+17,"New York, Tel Aviv",Jerusalem
681458811,FALSE,finalized,3,2/25/15 9:38,positive,1,,,Delta,,SMHillman,,0,@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance,,2/20/15 10:53,5.68846E+17,"New York, NY",Eastern Time (US & Canada)
681458812,FALSE,finalized,3,2/25/15 4:59,neutral,0.704,,,Delta,,SMHillman,,0,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday,,2/20/15 10:52,5.68846E+17,"New York, NY",Eastern Time (US & Canada)
681458813,FALSE,finalized,3,2/25/15 2:55,neutral,1,,,Delta,,laurafee,,0,@JetBlue well mine sure aren't anything to write home about!,,2/20/15 10:43,5.68843E+17,so cal,Pacific Time (US & Canada)
681458814,FALSE,finalized,3,2/25/15 8:23,positive,0.6701,,0,Delta,,s_m_i,,5,This is so smart it makes me angry MT @JetBlue: We‰ЫЄve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe,,2/20/15 10:42,5.68843E+17,,Eastern Time (US & Canada)
681458815,FALSE,finalized,3,2/25/15 3:55,positive,1,,,Delta,,SMHillman,,0,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,,2/20/15 10:40,5.68843E+17,"New York, NY",Eastern Time (US & Canada)
681458816,FALSE,finalized,3,2/25/15 3:35,neutral,1,,,Delta,,laurafee,,0,@JetBlue well I'm not sure I'm that bold! lol or are you saying you didn't believe me?? :P,,2/20/15 10:35,5.68841E+17,so cal,Pacific Time (US & Canada)
681458817,FALSE,finalized,3,2/25/15 5:47,positive,0.6579,,,Delta,,datminecraftboz,,0,@JetBlue i love this song &lt;3 thanks @JetBlue,,2/20/15 10:31,5.68841E+17,,
681458818,FALSE,finalized,3,2/25/15 3:44,neutral,0.6409,,,Delta,,SMHillman,,0,@JetBlue Let's just say #IDontWannaLiveWithoutYourLove https://t.co/i9KCgaxxFa #ItWasMintToBe #BestInClassSocial #ThankYou #Travel #Business,,2/20/15 10:28,5.6884E+17,"New York, NY",Eastern Time (US & Canada)
681458819,FALSE,finalized,3,2/25/15 1:48,neutral,1,,,Delta,,IFEnews,,0,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/ucF0B0bQ8r,,2/20/15 10:27,5.68839E+17,FL350,Sydney
681458820,FALSE,finalized,3,2/25/15 4:15,neutral,0.343,,0,Delta,,wclsc59,,0,@JetBlue I did.... Would be nice to see more services out of @triflight instead of having to drive 3-4 hrs to like charlotte or atlanta,,2/20/15 10:20,5.68838E+17,johnson city tn,
681458821,FALSE,finalized,3,2/25/15 3:13,positive,1,,,Delta,,laurafee,,0,@JetBlue currently dancing in the terminal. love Stevie!,,2/20/15 10:20,5.68838E+17,so cal,Pacific Time (US & Canada)
681458822,FALSE,finalized,3,2/25/15 2:06,positive,1,,,Delta,,datminecraftboz,,0,@JetBlue thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),,2/20/15 10:17,5.68837E+17,,
681458823,FALSE,finalized,3,2/25/15 7:49,neutral,0.6768,,,Delta,,StacyCrossB6,,0,@JetBlue We already won the tickets but she's totally on a beach right now. #flightlanding #sunscreen #feelsgood http://t.co/5PvG2hJXKp,,2/20/15 10:15,5.68836E+17,Philadelphia,Eastern Time (US & Canada)
681458824,FALSE,finalized,3,2/25/15 2:05,neutral,0.6698,,0,Delta,,wclsc59,,0,@JetBlue will you please start offering more routes out of @triflight to more locations,,2/20/15 10:12,5.68836E+17,johnson city tn,
681458825,FALSE,finalized,3,2/25/15 9:43,positive,0.6959,,,Delta,,SaharaSams,,2,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros‰Ыќ",,2/20/15 10:08,5.68835E+17,"West Berlin, NJ",Eastern Time (US & Canada)
681458826,FALSE,finalized,3,2/25/15 10:46,positive,1,,,Delta,,EMPRESSROOTSGAL,,0,@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica,"[0.0, 0.0]",2/20/15 10:06,5.68834E+17,JAMAICA&USA,Central Time (US & Canada)
681458827,FALSE,finalized,3,2/25/15 1:25,negative,0.6585,Can't Tell,0.6585,Delta,,BritishAirNews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy,,2/20/15 10:04,5.68833E+17,UK,Sydney
681458828,FALSE,finalized,3,2/25/15 1:21,neutral,0.67,,0,Delta,,Cindy3015,,0,@JetBlue I'm looking every day just watching for a deal. I have specific dates so fare finder doesn't help me,,2/20/15 9:49,5.6883E+17,"Rochester , N.Y",Eastern Time (US & Canada)
681458829,FALSE,finalized,3,2/25/15 3:41,positive,1,,,Delta,,BostonSwifty,,0,@JetBlue flight booked! Heading out to California with the @WikiPearl team for  @NatProdExpo on March 6-8! Can't wait! #ExpoWest,,2/20/15 9:46,5.68829E+17,"Boston, MA",Eastern Time (US & Canada)
681458830,FALSE,finalized,3,2/25/15 2:54,positive,0.6719,,,Delta,,Bkgirl_VSL,,0,@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3,,2/20/15 9:40,5.68828E+17,"Brooklyn, NY",
681458831,FALSE,finalized,3,2/25/15 5:46,negative,1,Late Flight,0.6895,Delta,,The_Radifier,,0,@JetBlue dont really know what that means but this isnt the best first-time-flying-w-a-16mo old experience. likelihood of addtl delays 2nt?,,2/20/15 9:39,5.68827E+17,"Arlington, VA",Atlantic Time (Canada)
681458832,FALSE,finalized,3,2/25/15 3:20,positive,0.6701,,,Delta,,anku,,0,@JetBlue sent :-) curious to see what kind of comp we get.,,2/20/15 9:34,5.68826E+17,San Francisco,Pacific Time (US & Canada)
681458833,FALSE,finalized,3,2/25/15 7:47,positive,0.6816,,,Delta,,jmoumou1,,0,@JetBlue I can't wait to hear back from you regarding the internship opportunity! _Щч_,,2/20/15 9:31,5.68825E+17,,Eastern Time (US & Canada)
681458834,FALSE,finalized,3,2/25/15 2:41,neutral,1,,,Delta,,bekahthornhill,,0,@JetBlue why don't you fly to #nashville? :(,,2/20/15 9:27,5.68824E+17,"Austin, TX/NY, NY",Central Time (US & Canada)
681458835,FALSE,finalized,3,2/25/15 3:57,negative,1,Late Flight,1,Delta,,mishy_mish,,0,"@JetBlue I ‰ќ_•ьЏ Jetblue but i was on flt 277 from fll to sfo. tke off was over 1 hr Late Flight, div to phx &amp; got in 2 hrs Late Flight. What will be done?",,2/20/15 9:24,5.68824E+17,"Fort Lauderdale, Fl",Eastern Time (US & Canada)
681458837,FALSE,finalized,3,2/25/15 6:38,negative,1,Late Flight,1,Delta,,The_Radifier,,0,@JetBlue sis and 16 month old nephew are. Last nights flight and this am mega delayed. Now this evening's is starting w delays. Why?,,2/20/15 9:22,5.68823E+17,"Arlington, VA",Atlantic Time (Canada)
681458838,FALSE,finalized,3,2/25/15 2:57,neutral,1,,,Delta,,SaharaSams,,0,@JetBlue Challenge accepted. First 5 crew members to send pics in the chairs get FREE tickets to visit us. #wager #IsItSummerYet,"[0.0, 0.0]",2/20/15 9:14,5.68821E+17,"West Berlin, NJ",Eastern Time (US & Canada)
681458839,FALSE,finalized,3,2/25/15 9:00,neutral,1,,,Delta,,kyachtic,,0,@JetBlue what's a good address to send feedback over email?,,2/20/15 9:09,5.6882E+17,"Boston, USA",Arizona
681458840,FALSE,finalized,3,2/25/15 1:43,positive,1,,,Delta,,TyrellJourdanA,,0,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,,2/20/15 9:05,5.68819E+17,The Eastside of the Far Side,Eastern Time (US & Canada)
681458841,FALSE,finalized,3,2/25/15 8:49,negative,1,Late Flight,0.677,Delta,,The_Radifier,,0,@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,,2/20/15 9:05,5.68819E+17,"Arlington, VA",Atlantic Time (Canada)
681458842,FALSE,finalized,3,2/25/15 4:17,neutral,1,,,Delta,,paupaucda,,0,@JetBlue I did. They said not as of now. Let's cross fingers it happens before departing,,2/20/15 8:54,5.68816E+17,,Pacific Time (US & Canada)
681458843,FALSE,finalized,3,2/25/15 9:40,neutral,1,,,Delta,,Aircrews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - Lake Wylie #Pilot http://t.co/jgor0vdI3S,,2/20/15 8:51,5.68815E+17,Australia,Sydney
681458844,FALSE,finalized,3,2/25/15 9:18,neutral,0.6392,,,Delta,,gloeb90,,0,@JetBlue OK cool.  I need to listen to some Dre and Snoop en route to LA.  That would have been a shame.,,2/20/15 8:41,5.68813E+17,NY,
681458845,FALSE,finalized,3,2/25/15 10:10,negative,0.6634,Customer Service Issue,0.3465,Delta,,Rachelce2,,1,"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue",,2/20/15 8:35,5.68811E+17,,Central Time (US & Canada)
